Question,"Question Type (multiple-choice or multi-select)","Answer Option 1","Answer Option 2","Answer Option 3","Answer Option 4","Answer Option 5","Answer Option 6","Correct Response",Explanation,"Knowledge Area"
"On January 15, in a signed writing, an artist agreed to remodel a building owner's building according to certain specifications, and the owner to pay the agreed price of $5,000 to the artist's niece as a birthday present. The niece did not learn of the agreement until her birthday on May 5.

Before they signed the writing, the artist and the owner had orally agreed that their ""written agreement will be null and void unless the owner is able to obtain a $5,000 loan from the bank before January 31.""

The owner was unable to obtain the loan, and, on January 31, phoned the artist and told him, ""Don't begin the work. The deal is off."" In an action for breach of contract brought against the owner by the proper party, will the owner be successful in asserting as a defense his inability to obtain a loan?",multiple-choice,"Yes, because obtaining a loan was a condition precedent to the existence of an enforceable contract.","Yes, because the agreement about obtaining a loan is a modification of a construction contract and is not required to be in writing.","No, because the agreement about obtaining a loan contradicts the express and implied terms of the writing.","No, because the owner is estopped to deny the validity of the written agreement.",,,1,"A is correct. The parol evidence rule allows extrinsic evidence to resolve an ambiguity, clarify a term of a contract or add to the written terms of a contract. Here, although the agreement is oral, it can be admitted to clarify the written agreement using parol evidence. The language of this oral agreement is an express condition precedent to enforcement and express conditions are strictly construed.

B is incorrect. Because the oral agreement was made before the written agreement was signed, it was not a modification. As stated above, the oral agreement is an express condition precedent to enforcement. Therefore, this answer choice is incorrect.

C is incorrect. The written agreement is silent as to the effect of not obtaining the loan or the date upon which performance was to begin. There is also nothing implied into the agreement that would contradict the oral condition.

D is incorrect. The artist had not begun performance prior to the January 31 notice that the loan had not been obtained, and there are no other facts to support detrimental reliance upon the written agreement by the artist. Thus, there is no estoppel.","Performance, Breach, and Discharge"
"A tenant rented a commercial building from a landlord, and operated a business in it. The building's large front window was smashed by vandals six months before expiration of the tenant-landlord lease. The tenant, who was obligated thereunder to effect and pay for repairs in such cases, promptly contracted with a window company to replace the window for $2,000, due 30 days after satisfactory completion of work. The landlord was then unaware of the tenant-window company contract. The window company was aware that the building was under lease, but dealt entirely with the tenant.

Sixty days after the window company's satisfactory completion of the window replacement, and prior to the expiration of the tenant's lease, the tenant, then insolvent, ceased doing business and vacated the building. In so doing, the tenant forfeited under the lease provisions its right to the return of a $2,000 security deposit with the landlord. The deposit had been required, however, for the express purpose (as stated in the lease) of covering any damage to the leased property except ordinary wear and tear. The only such damage occurring during the tenant's occupancy was the smashed window. The window company's $2,000 bill for the window replacement is wholly unpaid.

Assuming that the window company has no remedy quasi in rem under the relevant state mechanic's lien statute, which of the following would provide the window company's best chance of an effective remedy in personam against the landlord?",multiple-choice,"An action in quasi contract for the reasonable value of a benefit unofficiously and non-gratuitously conferred on the landlord.","An action based on promissory estoppel.","An action based on an implied-in-fact contract.","An action as third-party intended beneficiary of the tenant-landlord lease.",,,1,"Answer A is correct. Generally, a party that has made a contract with another cannot later disregard the contract and bring suit in restitution against a third person, even if that third person has received a benefit from the contract. For example, where the window company has conferred a benefit (replaced the glass in the window) pursuant to its contract with the tenant, it normally would not be able to recover in restitution from the landlord. However, sometimes recovery in restitution is possible, especially where the third person (the landlord) has not already paid someone else for the work and the claimant's (the window company's) avenues to bring suit to enforce the contract have been exhausted. These and other factors suggest that restitution against the landlord would be just in this case: the tenant is insolvent, the landlord collected on a $2,000 deposit that the tenant forfeited because of the broken window, and the fact that the lease expressly contemplated the tenant fixing any damage to the property suggests that the landlord would have requested the work if given the opportunity.

B is incorrect because the landlord made no promise on which the window company relied. C is incorrect because the landlord had no knowledge of the window company-tenant contract and therefore could not have implicitly promised to do anything. D is incorrect because on these facts, the window company would be, if anything, an incidental beneficiary of the landlord-tenant contract.",Remedies
"On July 18, a shovel manufacturer received an order for the purchase of 500 snow shovels from a wholesaler. The wholesaler had mailed the purchase order on July 15. The order required shipment of the shovels no earlier than September 15 and no later than October 15. Typed conspicuously across the front of the order form was the following: ""[the wholesaler] reserves the right to cancel this order at any time before September 1."" The manufacturer's mailed response, saying ""We accept your order,"" was received by the wholesaler on July 21.

The wholesaler did not cancel the order, and the manufacturer shipped the shovels to the wholesaler on September 15. When the shovels, conforming to the order in all respects, arrived on October 10, the wholesaler refused to accept them.

Which of the following is an accurate statement as of October 10 after the wholesaler rejected the shovels?",multiple-choice,"The wholesaler's order for the shovels, even if initially illusory, became a binding promise to accept and pay for them.","The wholesaler's order was an offer that became an option after shipment by the manufacturer.","The wholesaler's right to cancel was a condition subsequent, the failure of which resulted in an enforceable contract.","In view of the wholesaler's right to cancel its order prior to September 1, the shipment of the shovels on September 15 was only an offer by the manufacturer.",,,1,"Answer A is correct. An illusory promise may become consideration if the time during which the promisor could choose alternative performances has passed. Although reserving the right to terminate a contract for a specified period makes a promise illusory, the promise becomes consideration once the period for exercising the right to terminate has passed. Therefore, because the wholesaler did not exercise its right to cancel the order, the manufacturer became bound to the contract as of September 1.

B and D are incorrect because both parties became bound to a contract as of September 1. C is incorrect because no language that indicates the existence of condition subsequent, and even if there were such language, the failure of a condition subsequent would not create an enforceable contract.","Formation of Contracts"
"A painter, who has been in the painting business for ten years and has a fine reputation, contracts to paint the farmer's barn. The farmer's barn is a standard red barn with a loft. The contract has no provision regarding assignment.

If the painter assigns the contract to a contractor and thereafter the contractor does not meet the contract specifications in painting the farmer's barn, the farmer",multiple-choice,"has a cause of action against the painter for damages.","has a cause of action only against the contractor for damages.","has a cause of action against the painter for damages only after he has first exhausted his remedies against the contractor.","does not have a cause of action against the painter for damages, because he waived his rights against the painter by permitting the contractor to perform the work.",,,1,"Answer A is correct. Unless the other party to the contract (the farmer) agrees otherwise (e.g., by executing a novation substituting the new obligor and releasing the original obligor of its duty), delegation of a contractual duty does not discharge the obligation of the delegating obligor (the painter). Therefore, where the duty to paint the farmer's barn has been delegated and the delegatee (the contractor) breaches the duty by failing to meet contract specifications, the farmer may enforce the contract against the original obligor (the painter).

B and D are incorrect because, although the farmer may also enforce the obligation against the contractor (since the farmer is the intended beneficiary of the agreement that delegated the duty), delegation does not discharge the painter of his obligation to the farmer. C is incorrect because the farmer has a right to enforce the obligation against either party.","Third-Party Rights"
"On January 1, a builder and a landlowner agreed in writing that the builder would build a house on the landowner's lot according to the landowner's plans and specifications for $60,000, the work to commence on April 1. The landowner agreed to make an initial payment of $10,000 on April 1, and to pay the balance upon completion of the work.

On February 1, the builder notified the landowner that he (the builder) would lose money on the job at that price and would not proceed with the work unless the landowner would agree to increase the price to $90,000. The landowner thereupon, without notifying the builder, agreed in writing with a third-party for the third-party, commencing April 1, to build the house for $75,000, which was the fair market cost of the work to be done.

On April 1, both the builder and the third-party showed up at the building site to begin work, the builder telling the landowner that he had decided to ""take the loss"" and would build the house for $60,000 as originally agreed. The landowner dismissed the builder and allowed the third-party to begin work on the house.

In a contract action by the builder against the landowner, which of the following would the court decide under the prevailing American view?",multiple-choice,"The landowner will win, because the builder in legal effect committed a total breach of contract.","The landowner will win, because the third-party's contract price was $15,000 lower than the $90,000 demanded by the builder on February 1.","The builder will win, because the landowner did not tell him before April 1 about the contract with the third-party","The builder will win, because he attempted to perform the contract as originally agreed.",,,1,"A is correct. When the builder contacted the landowner on February 1 stating that he would not perform unless the landowner paid the builder more money for the same work, the builder was in total breach of the contract because his statement to the landlord made it clear that he was going to breach when performance became due. This statement was an anticipatory repudiation of the agreement.

B is incorrect. The landowner's agreement with the third-party is not evidence as to the builder's liability under the first agreement. This second agreement with the third-party instead satisfies the landowner's duty to mitigate damages via a substitute transaction. C is incorrect. The builder was in total breach of the agreement on February 1, and the landowner's duties under the contract were discharged. D is incorrect. His attempt at performance was subsequent to a discharge of the landowner's duties under the contract.","Performance, Breach, and Discharge"
"A dry goods retailer telephoned a towel manufacturer and offered to buy for $5 each a minimum of 500 and a maximum of 1,000 large bath towels, to be delivered in 30 days. The manufacturer orally accepted this offer and promptly sent the following letter to the retailer, which the retailer received two days later: ""This confirms our agreement today by telephone to sell you 500 large bath towels for 30-day delivery. /s/ Manufacturer."" Twenty-eight days later, the manufacturer tendered to the retailer 1,000 (not 500) conforming bath towels, all of which the retailer rejected because it had found a better price term from another supplier. Because of a glut in the towel market, the manufacturer cannot resell the towels except at a loss.

In a suit by the manufacturer against the retailer, which of the following will be the probable decision?",multiple-choice,"The manufacturer can enforce a contract for 1,000 towels, because the retailer ordered and the manufacturer tendered that quantity.","The manufacturer can enforce a contract for 500 towels, because the manufacturer's letter of confirmation stated that quantity term.","There is no enforceable agreement, because the retailer never signed a writing.","There is no enforceable agreement, because the manufacturer's letter of confirmation did not state a price term.",,,2,"Answer B is correct. Under the UCC's Statute of Frauds, a contract for the sale of goods for $500 or more is not enforceable unless there is a writing sufficient to indicate that a contract has been made, which is signed by the party against whom enforcement is sought. The writing need not contain all of the terms of the contract, but it is only enforceable to the extent of the quantity term stated in the writing. The contract between the manufacturer and the retailer falls within the UCC Statute of Frauds because it is for over $500. However, when dealing with two merchants, there is something called the Confirmatory Memo Rule. In contracts between merchants, if one party, within a reasonable time after an oral understanding has been reached, sends a written confirmation to the other party that binds the sender, it will satisfy the Statute of Frauds requirements against the recipient as well, if the recipient knew of the memo's contents and failed to object to the memo's contents in writing within 10 days of when the confirmatory memo was received.

A is incorrect because the contract is only enforceable to the extent of the quantity term stated in the confirmation. C is incorrect because the writing only needs to be signed by one party when dealing with merchants. D is incorrect because the UCC Statute of Frauds does not require that the price term be stated in the writing.","Defenses to Enforceability"
"A flour wholesaler contracted to deliver to a producer of fine baked goods her flour requirements for a one-year period. Before delivery of the first scheduled installment, the flour wholesaler sold its business and ""assigned"" all of its sale contracts to a miller, another reputable and long-time flour wholesaler. The original flour wholesaler informed the baked goods producer of this transaction.

Assume that when the miller tendered the first installment to the baked goods producer in compliance with the flour wholesaler-baked goods contract, the baked goods producer refused to accept the goods.

Can the baked goods producer legally reject the goods?",multiple-choice,"Yes; executory requirements contracts are nonassignable.","Yes; duties under an executory bilateral contract are assumable only by an express promise to perform on the part of the delegatee.","Yes; language of ""assignment"" in the transfer for value of a bilateral sale-of-goods contract effects only a transfer of rights, not a delegation of duties.","No; requirements contracts are assignable as long as the assignee does not disproportionately alter the contemplated quantity.",,,4,"Answer D is correct. Generally, all contractual rights may be assigned. At common law, requirements and output contracts were not assignable. Under Article 2 of the UCC, however, requirements and output contracts are assignable as long as the assignee does not disproportionately alter the contemplated quantity. Here, this contract is governed by Article 2, as it is for the sale of goods. The miller tendered the first installment in compliance with the original contract between the flour wholesaler and the baked goods producer. Therefore, the baked goods producer must accept the goods.

Answer A is incorrect. A party may perform his duty through a delegatee unless the other party has a substantial interest in having the original party perform the contract. Although assignment of a requirements contract may potentially affect the burden of the seller in certain cases (such as where the assignee has substantially different requirements than the assignor), courts will still uphold the assignment of such contracts because the UCC rules on requirements contracts impose reasonably objective standards of good faith in specifying requirements. In any event, the assignment to the miller, will not have such an effect, because the party assigning its contract is the seller. Because the miller is comparable to the flour wholesaler in terms of reputation and experience, the baked goods producer should not have a particular interest in having the flour wholesaler perform the contract. B is incorrect because performance by the delegatee is sufficient. C is incorrect because under the UCC, general language of assignment of a contract will be construed as a delegation of performance as well as an assignment of rights.","Third-Party Rights"
"On November 1, the following notice was posted in a privately-operated law school:

The faculty, seeking to encourage legal research, offers to any student at this school who wins the current National Obscenity Law Competition the additional prize of $500. All competing papers must be submitted to the Dean's office before May 1.
A student read this notice on November 2, and thereupon intensified his effort to make his paper on obscenity law, which he started in October, a winner. The student also left on a counter in the Dean's office a signed note saying, ""I accept the faculty's $500 Obscenity Competition offer."" This note was inadvertently placed in the student's file and never reached the Dean or any faculty member personally. On the following April 1, the above notice was removed and the following substituted therefore:

The faculty regrets that our offer regarding the National Obscenity Law Competition must be withdrawn.
The student's paper was submitted through the Dean's office on April 15. On May 1, it was announced that the student had won the National Obscenity Law Competition and the prize of $1,000. The law faculty refused to pay anything.

The offer proposed a",multiple-choice,"unilateral contract only.","bilateral contract only.","unilateral contract or bilateral contract at the offeree's option.","unilateral contract which ripened into a bilateral contract, binding on both parties, as soon as the student intensified his effort in response to the offer.",,,1,"Answer A is correct. An offer for a unilateral contract is one that seeks only performance and does not seek a return promise as the means of acceptance. Under the modern view, most contracts are considered bilateral, with two exceptions. A traditional unilateral contract occurs where: (1) the offeror clearly indicates that completion of performance is the only manner of acceptance, or (2) the offer is made to the public, such as a reward or contest offer. Here, the offer to the law student population constitutes an offer to the public, and is the type of offer which clearly contemplates acceptance by performance. It would be unreasonable to consider a promise a valid acceptance in the context of a contest. B, C, and D are incorrect because each suggests that an offer to the public could reasonably be construed as an offer for a bilateral contract.","Formation of Contracts"
"A photographer and a customer entered a contract in writing on November 1, the essential part of which read as follows: ""[the photographer] to supply [the customer] with 200 personalized Christmas cards on or before December 15, bearing a photograph of [the customer] and his family, and [the customer] to pay $100 thirty days thereafter. Photograph to be taken by the photographer at [the customer]'s house. Cards guaranteed to be fully satisfactory and on time."" Because the customer suddenly became ill, the photographer was unable to take the necessary photograph of the customer and his family until the first week of December. The final week's delay was caused by the photographer's not being notified promptly by the customer of his recovery. Before taking the photograph of the customer and his family, the photographer advised the customer that he was likely to be delayed a day or two beyond December 15 in making delivery because of the time required to process the photograph and cards. The customer told the photographer to take the photograph anyway. The cards were finally delivered by the photographer to the customer on December 17, having diligently worked on them in the interim. Although the cards pleased the rest of the family, the customer refused to accept them because, as he said squinting at one of the cards at arm's length without bothering to put on his reading glasses, ""The photograph makes me look too old. Besides, the cards weren't delivered on time.""

Which of the following statements is most accurate?",multiple-choice,"Payment by the customer of the $100 was a condition precedent to the photographer's duty of performance.","The performances of the photographer and the customer under the contract were concurrently conditional.","Payment by the customer of the $100 was a condition subsequent to the photographer's duty of performance.","Performance by the photographer under the contract was a condition precedent to the customer's duty of payment of the $100.",,,4,"D is correct. The agreement expressly stated that the customer would have thirty days after the photographer completed performance to make payment. Additionally, the contract contained a conditional satisfaction clause rendering payment due only if the customer was satisfied with the photographer's performance.

A is incorrect. The contract required payment thirty days after the photographer completed performance. B is incorrect. The conditional satisfaction clause makes simultaneous performance impossible. C is incorrect. The customer's duty to pay is his performance under the contract; it does not terminate a duty that came into existence when the contract was formed.","Performance, Breach, and Discharge"
"Responding to the county's written advertisement for bids, a tire salesman was the successful bidder for the sale of tires to the county for the county's vehicles. The tire salesman and the county entered into a signed, written agreement that specified, ""It is agreed that the tire salesman will deliver all tires required by this agreement to the county in accordance with the attached bid form and specifications, for a one-year period beginning September 1, 1990."" Attached to the agreement was a copy of the bid form and specifications. In the written advertisement to which the tire salesman had responded, but not in the bid form, the county had stated, ""Multiple awards may be issued if they are in the best interests of the county."" No definite quantity of tires to be bought by the county from the tire salesman was specified in any of these documents. 

In January 1991, the tire salesman learned that the county was buying some of its tires from one of the tire salesman's competitors. Contending that the tire salesman-county agreement was a requirements contract, the tire salesman sued the county for the damages caused by the county buying some of its tires from the competitor.

If the court concludes that the tire salesman-county contract is an agreement by the county to buy its tire requirements from the tire salesman, the tire salesman probably will",multiple-choice,"recover under the Contracts Clause of the United States Constitution.","recover under the provisions of the Uniform Commercial Code.","not recover, because the agreement lacks mutuality of obligation.","not recover, because the agreement is indefinite as to quantity.",,,2,"B is correct. Under the UCC, a contract for the sale of a good that measures the quantity by the requirements of the buyer for that good means such actual requirements that may occur in good faith. At a minimum, this means that the buyer must purchase all of its requirements for the good exclusively from the seller. If the court concludes that the tire salesman-county contract is a requirements contract, then the fact that the county is buying some of its tires from a competitor would mean that the county has breached the requirements contract, entitling the tire salesman to damages.

A is incorrect. The contracts clause is not at issue. C is incorrect. UCC rules regarding requirements contracts make clear that such agreements impose binding obligations on both the buyer and the seller. D is incorrect. Although the quantity term in a requirements contract is flexible, it is sufficiently definite for a court to enforce.","Contract Content and Meaning"
"A developer obtained a bid of $10,000 to tear down her old building and another bid of $90,000 to replace it with a new structure in which she planned to operate a sporting goods store. Having only limited cash available, the developer asked the lender for a $100,000 loan. After reviewing the plans for the project, the lender in a signed writing promised to lend the developer $100,000 secured by a mortgage on the property and repayable over ten years in equal monthly installments at 10% annual interest. The developer promptly accepted the demolition bid and the old building was removed, but the lender thereafter refused to make the loan. Despite diligent efforts, the developer was unable to obtain a loan from any other source.

Assume that the developer has a cause of action against the lender.

If she sues him for monetary relief, what is the probable measure of her recovery?",multiple-choice,"Expectation damages, measured by the difference between the value of the new building and the old building, less the amount of the proposed loan ($100,000).","Expectation damages, measured by the estimated profits from operating the proposed sporting goods store for ten years, less the cost of repaying a $100,000 loan at 10% interest over ten years.","Reliance damages, measured by the $10,000 expense of removing the old building, adjusted by the decrease or increase in the market value of the developer's land immediately thereafter.","Nominal damages only, because both expectation and reliance damages are speculative, and there is no legal or equitable basis for awarding restitution.",,,3,"C is correct. Because there was no consideration for the lender's promise, any recovery would have to based on a promissory estoppel theory (due to the developer's detrimental reliance). Therefore, the remedy for breach of the promise may be limited as justice requires. A court may limit damages by awarding the injured party the amount necessary to remedy the loss incurred due to the reliance, rather than awarding plaintiff's expectation damages (i.e., damages equivalent to the value of full performance). When the lender breached its promise to make the loan, the developer was injured because she had already torn down the old building. The damages necessary to restore her to the status quo before the promise was made would include the cost of demolition, plus any loss that the developer incurred from the depreciation of the property resulting from the demolition.

A and B are incorrect. A court need not award full expectation damages in an action based on detrimental reliance. D is incorrect. The developer's reliance damages can be ascertained with reasonable certainty.",Remedies
"A buyer purchased 100 bolts of standard blue wool, No. 1 quality, from a seller. The sales contract provided that the buyer would make payment prior to inspection. The 100 bolts were shipped, and the buyer paid the seller. Upon inspection, however, the buyer discovered that the wool was No. 2 quality. The buyer thereupon tendered back the wool to the seller and demanded return of his payment. The seller refused on the ground that there is no difference between No. 1 quality wool and No. 2 quality wool.

Which of the following statements regarding the contract provision for pre-inspection payment is correct?",multiple-choice,"It constitutes an acceptance of the goods.","It constitutes a waiver of the buyer's remedy of private sale in the case of nonconforming goods.","It does not impair a buyer's right of inspection or his remedies.","It is invalid.",,,3,"C is correct. Pursuant to UCC 2-512(2), if the contract requires payment before inspection, payment does not constitute acceptance or impair a buyer's right to inspect or any of the buyer's remedies. For this reason, both A and B are incorrect. D is incorrect. Such payment provisions are valid pursuant to UCC 2-512(1).",Remedies
"A buyer sent a seller an offer to buy 50 tons of cotton of a specified quality. The offer contained no terms except those specifying the amount and quality of the cotton. The seller then sent an acknowledgment by fax. The acknowledgment repeated the terms of the buyer's offer and stated that shipment would occur within five days. Among 12 printed terms on the acknowledgment was a statement that any dispute about the cotton's quality would be submitted to arbitration. Neither the buyer nor the seller said anything further about arbitration. The seller shipped the cotton, and it was accepted by the buyer. A dispute arose between the buyer and the seller as to the quality of the cotton, and the seller asserted that the dispute had to be submitted to arbitration. The buyer instead sued the seller in court.

In that suit, which of the following arguments best supports the seller's position that the buyer must submit the dispute to arbitration?",multiple-choice,"Arbitration is a more efficient method of resolving disputes than resolving them in court.","The provision for arbitration did not contradict any term in the buyer's offer.","The provision for arbitration did not materially alter the parties' contract.","The seller's acknowledgment containing a provision for arbitration constituted a counteroffer that was accepted by the buyer when it accepted delivery of the cotton.",,,3,"Answer C is correct. Because the buyer's offer was silent as to arbitration, the arbitration provision in the seller's acknowledgment should be characterized as an additional term. Under UCC § 2-207(2), an additional term is considered a proposal for addition to the contract. Section 2-207(2) also provides that an additional term becomes a term of the parties' contract unless certain specified circumstances are present. One such circumstance is where an additional term materially alters the parties' contract. Because none of the other circumstances appear applicable here, the arbitration provision will be considered a term of the contract if the seller can successfully argue that the provision did not materially alter the parties' contract. Thus, Answer C is correct. 

Answer A is incorrect. Even assuming that arbitration is a more efficient dispute resolution mechanism, arbitration's relative efficiency is not the governing standard for assessing whether the arbitration provision became a term of the parties' agreement.

Answer B is incorrect. The question as to whether the arbitration provision did or did not contradict an express term of the offer is not the appropriate standard for determining whether the provision became a term of the parties' contract. As stated above, the correct standard is whether the seller's acknowledgement should be characterized as an additional term.

Answer D is incorrect. Under the common law, an additional material term in a response to an offer constitutes a counteroffer. However, UCC Article 2 governs this transaction because it involves a sale of goods. Under UCC § 2-207, the presence of an additional term--the arbitration provision in the seller's acknowledgment--did not give rise to a counteroffer. Rather, a contract was formed, and the arbitration provision constituted a proposal for an addition to the contract. Moreover, under UCC § 2-207, a buyer's mere acceptance of goods does not constitute assent to an additional term contained in a seller's acceptance. However, under the standards set out in UCC § 2-207(2), the arbitration provision will be considered a term of the contract if the seller can successfully argue that the provision did not materially alter the parties' contract.","Formation of Contracts"
"A manufacturer of computers pays its salespeople a salary of $1,000 per month and a commission of 5 percent on billings actually rendered for machines that they sell. The manufacturer's sales people are employed at will under written agreements which provide that in order to receive a commission, the salesperson must be in the employment of the manufacturer when the bill is sent to the customer.

In 2006, a salesperson for the manufacturer worked for eight months to get an order from a large corporation for a $750,000 computer. He consulted extensively with the corporation's top executives and worked with its operating personnel to develop detailed specifications for the new equipment. He also promised the corporation, with the manufacturer's knowledge and approval, to assist the corporation for six months after installation in making the equipment work.

On January 1, 2007, the corporation signed an order, and on March 1, the computer was installed. On March 15, the manufacturer fired the salesperson on the stated ground that he had failed to meet his 2005 and 2006 sales quotas. The salesperson thought that the manufacturer was correct in this statement. A coworker was thereupon assigned to service the large corporation's account. On March 31, manufacturer billed the corporation for the computer.

Assume that the manufacturer's termination of the salesperson's employment was not wrongful. If the salesperson, after demand and refusal, sues the manufacturer for the corporation sale commission, which of the following is the most likely to result?",multiple-choice,"The salesperson will win, because he had procured the sale of the computer.","The salesperson will win, because he had promised the corporation that he would assist in making the equipment work.","The manufacturer will win, because the coworker is entitled to the commission on a quantum meruit basis.","The manufacturer will win, because the salesperson was not employed as the manufacturer's salesperson when the company was billed for the computer.",,,4,"D is correct. An express contractual condition to recovery of the commission requires that a sales person be employed by the manufacturer when the bill is sent to the customer.

A is incorrect. Although the salesperson had procured the sale, his written employment agreement required that he also be employed by the manufacturer when the bill was sent to the customer.

B is incorrect. The salesperson's oral promise to a third party cannot modify an express condition in his contract with his employer.

C is incorrect. Although the coworker will be entitled to the sale commission, the express written contract with the manufacturer would be the basis of payment, not an equitable theory.","Performance, Breach, and Discharge"
"A ski-shop operator, in a telephone conversation with a glove manufacturer, ordered 12 pairs of vortex-lined ski gloves at the glove manufacturer's list price of $600 per dozen ""for delivery in 30 days."" The glove manufacturer orally accepted the offer, and immediately faxed to the ski-shop operator this signed memo: ""Confirming our agreement today for your purchase of a dozen pairs of vortex-lined ski gloves for $600, the shipment will be delivered in 30 days."" Although the ski-shop operator received and read the glove manufacturer's message within minutes after its dispatch, she changed her mind three weeks later about the purchase and rejected the conforming shipment when it timely arrived.

On learning of the rejection, does the glove manufacturer have a cause of action against the ski-shop operator for breach of contract?",multiple-choice,"Yes, because the gloves were identified in the contract and tendered to the ski-shop operator.","Yes, because the glove manufacturer's faxed memo to the ski-shop operator was sufficient to make the agreement enforceable.","No, because the agreed price was $600 and the ski-shop operator never signed a writing evidencing a contract with the glove manufacturer.","No, because the ski-shop operator neither paid for nor accepted any of the goods tendered.",,,2,"Answer B is correct. Under the UCC, a contract for the sale of goods for $500 or more must be evidenced by a writing that is signed by the person against whom enforcement is sought. As an exception to the rule, a signed writing will not be required between merchants where a written confirmation of a contract of sale has been sent and the recipient fails to give notice of objection to the confirmation within ten days of its receipt. The contract between the ski-shop operator and the glove manufacturer falls within the UCC Statute of Frauds, since it is for $600. However, because the ski-shop operator and the glove manufacturer both appear to be merchants and because the ski-shop operator failed to object to the writing within ten days of its receipt, it appears that the glove manufacturer's faxed memo is a written confirmation that falls within the exception. A and D are incorrect because they are not relevant to the issue raised in the problem. C is incorrect because, although the contract falls within the UCC statute of frauds provision, an exception to the rule applies.","Defenses to Enforceability"
"A developer contracted in writing to sell to a buyer a house on a one-acre lot for $100,000. The developer told the buyer that the lot abutted a national park and that the water for the house came from a natural artesian spring. The developer knew that both of these representations were important to the buyer and that both were false. The buyer moved into the house and eight months later learned that a private golf course was being constructed on the adjacent land and that the water for his house was piped in from the city reservoir. The buyer immediately sued the developer to avoid the contract. 

The construction of the golf course will probably increase the market value of the buyer's property, and the water from the city reservoir exceeds all established standards for drinking water. 

Is the buyer likely to prevail?",multiple-choice,"No, because eight months exceeds a reasonable time for contract avoidance.","No, because the developer's misstatements caused no economic harm to the buyer.","Yes, because the contract was void ab initio.","Yes, because the buyer retained the power to avoid the contract due to fraud.",,,4,"Answer D is correct. A party may avoid a contract to which the party's assent was induced by fraud. The time period within which a party may avoid a contract due to misrepresentation does not begin to run until that party either knows or has reason to know of the misrepresentation. In this case, the buyer's eight-month delay will not preclude him from avoiding the contract because he did not learn of the misrepresentation until eight months after the parties entered into the contract; the buyer immediately sought to avoid the contract after learning of the misrepresentation. Thus, Answer D is correct, and Answer A is incorrect.

Answer B is incorrect. A party may avoid a contract to which the party's assent was induced by fraud even if the resulting transaction is fair on its terms. Because the buyer immediately sought to avoid the contract after learning of the misrepresentation, he will likely prevail.

Answer C is incorrect. Void ab initio means void from the outset. An agreement to which assent is induced by a misrepresentation is not void. Rather, it is voidable, which permits the party whose assent was induced by the misrepresentation to avoid the agreement.","Defenses to Enforceability"
"In a single writing, Painter contracted with Farmer to paint three identical barns on her rural estate for $2,000 each. The contract provided for Farmer's payment of $6,000 upon Painter's completion of the work on all three barns. Painter did not ask for any payment when the first barn was completely painted, but she demanded $4,000 after painting the second barn.

Assume that Farmer rightfully refused Painter's demand for payment.

If Painter immediately terminates the contract without painting the third barn, what is Painter entitled to recover from Farmer?",multiple-choice,"Nothing, because payment was expressly conditioned on completion of all three barns.","Painter's expenditures plus anticipated ""profit"" in painting the first two barns, up to a maximum recovery of $4,000.","The reasonable value of Painter's services in painting the two barns, less Farmer's damages, if any, for Painter's failure to paint the third barn.","The amount that the combined value of the two painted barns has been increased by Painter's work.",,,3,"Answer C is correct. A breaching party is entitled to recover in restitution for the reasonable value of the benefit conferred on the non-breaching party in the way of part performance, less any damages that the non-breaching party suffered due to the breach. Since Painter terminated the contract without justification, it is the breaching party. As a breaching plaintiff, Painter is entitled to recover damages equivalent to the reasonable value of its services in painting the two barns, minus any additional cost to Farmer (above what it would have paid under the contract) of having the third barn painted. A is incorrect because, even if Painter's right to payment was expressly conditioned upon completion, failure to satisfy the condition would not cut off Painter's right to recover in restitution. B is incorrect because a breaching party is not entitled to recover expectation damages (which would include lost profit). D is incorrect because it does not subtract from the restitution recovery any damages for the loss Farmer suffered due to the breach.",Remedies
"In March, when a teenager was 17, an electronics dealer delivered to the teenager a television set. At that time the teenager agreed in writing to pay $400 for the set on July 1 when he would reach his eighteenth birthday. Eighteen is the applicable statutory age of majority, and on that date the teenager was to receive the proceeds of a trust. On July 1, when the reasonable value of the television set was $250, the teenager sent the dealer a signed letter stating, ""I'll only pay you $300; that is all the set is worth.""

In an action against the teenager for money damages on July 2, what is the maximum amount that the dealer will be entitled to recover?",multiple-choice,Nothing.,"$250, the reasonable value of the set.","$300, the amount the teenager promised to pay in his letter of July 1.","$400, the original sale price.",,,3,"Answer C is correct. Because the promises were exchanged when the teenager was a minor, he had voidable rights under the contract. His July 1 letter was written upon his eighteenth birthday, and because agreements cannot be partially disaffirmed, this letter amounted to a disaffirmance of the prior agreement. Thus, the only amount the dealer can receive is the amount now offered by the teenager.

A is incorrect because although the teenager was entitled to disaffirm the contract upon reaching majority, he was also entitled to ratify his earlier agreement, which he did by agreeing to pay a reduced amount. B is incorrect because the teenager had the right to disaffirm the contract and to obtain rescission by returning the consideration (the television set) and if he did this, he would not incur any additional obligation. He would not be obligated to pay its reasonable value. D is incorrect, because the teenager acquired only voidable duties under the original contract.","Defenses to Enforceability"
